bylines,band,n_ads,total_spend,pre_spend_s,post_spend_s,persistence,centroid_weeks,ec_index
Sydney Sentinel News Satire,election_only,27,1536.5,0.0,1631.4583333333333,,14.029961508291224,0.46083289715009795
TAB,election_only,20,93490.0,93711.25,0.0,0.0,-3.552927019358478,0.8633489607939047
TL Progressive Inc,election_only,24,2088.0,2021.8333333333333,0.0,0.0,-3.5400626494106002,0.8638437442534384
TWU Members First Team,off_campaign,141,57129.5,0.0,47914.66666666667,,25.029016614854978,0.041312885376811534
Tamar Action Group,election_only,21,5339.5,3951.25,598.0,0.15134451123062323,1.0672991623423014,0.8510971498139713
Tania Maxwell MP,ongoing,42,2179.0,288.75,1919.2083333333333,6.646608946608946,13.812652822446935,0.424893424780198
Tasmanian Forest Products Association,transitional,121,39089.5,24843.958333333332,14861.458333333334,0.5981920487039941,-1.0220124098457237,0.6522904660847636
Territory Rivers,transitional,29,2735.5,1901.25,850.75,0.4474687705456936,-2.984271179401993,0.5361225801814464
The Australia Institute,ongoing,21,18539.5,10304.083333333332,9272.708333333334,0.899906186058925,-0.8114990387366481,0.607629113798196
The Australian Institute of Architects,ongoing,525,29987.5,9973.375,19922.958333333332,1.997614481891369,4.9271251610724685,0.499790239752777
The Body Shop Australia,election_only,21,33239.5,32981.416666666664,0.0,0.0,-7.704066575730415,0.7036897470872917
The Chamber of Minerals and Energy of Western Australia,ongoing,149,167925.5,4450.666666666666,164747.33333333334,37.0163271420012,12.80644665252713,0.4595749928655015
The Chaser,transitional,102,59049.0,36177.54166666667,23887.125,0.6602749634038612,1.2200218930708007,0.37557623715563215
The Clean Energy Council,election_only,190,62905.0,62905.0,0.0,0.0,-12.436764054640216,0.5216629209753763
The Climate Council,ongoing,526,64837.0,18261.416666666668,47343.20833333333,2.5925265929532664,4.870426618622725,0.6774187438107856
The Ethics Centre,ongoing,180,20210.0,2170.625,17929.208333333332,8.259928975909396,6.432950166608821,0.68063457326428
"The Hon. Michael O'Brien MP, Member for Malvern",off_campaign,56,10572.0,0.0,10721.833333333334,,23.02120728286962,0.11661400575765346
The Locals (Group F),off_campaign,24,1188.0,1559.25,0.0,0.0,-25.555555555555557,0.027559741845456096
The McKell Institute,transitional,21,1139.5,727.0,396.0,0.5447042640990372,-1.3895973794682617,0.5861770131026587
The National Party - Victoria,ongoing,79,41710.5,9776.208333333334,29155.583333333332,2.9822997157214153,16.2025656593239,0.31539302917931994
The Nature Conservancy Australia,ongoing,25,1637.5,495.0,1192.0,2.408080808080808,3.4440574985180796,0.5947521284287735
The Pharmacy Guild of Australia,election_only,1017,335291.5,337253.8333333333,0.0,0.0,-9.633387449230163,0.6294850981065321
The Seabin Project,election_only,22,2589.0,2589.0,0.0,0.0,-15.74170943000607,0.39454963730745884
The University of Melbourne,ongoing,247,24126.5,11757.625,12675.958333333334,1.0781053429866434,1.2152289905433624,0.3648178550711949
The University of Queensland,transitional,116,15442.0,10295.333333333332,5486.75,0.5329356342679532,-4.249174961058163,0.5450187086193107
The University of Sydney,transitional,56,2972.0,2079.0,752.9166666666666,0.36215327881994547,-1.4019089376621086,0.9245053198868343
The Vocal Minority,off_campaign,28,2086.0,0.0,2086.0,,21.404602109300097,0.1767460727192271
The Wilderness Society,ongoing,1518,145541.0,61246.91666666667,86539.95833333334,1.4129684079334606,3.5921710780828007,0.540668195356746
Thomas A Antonio,ongoing,38,2181.0,841.5,1343.625,1.5967023172905526,9.585067869605368,0.3323300462480144
Thrive By Five,transitional,1100,612850.0,380112.625,278162.7083333334,0.731790238046772,-3.9778022848595254,0.6489392995819702
Tim James MP,ongoing,28,1686.0,70.125,1624.125,23.16042780748663,12.904129513691267,0.4991657302414274
Tim Pallas MP,election_only,21,5039.5,0.0,5039.5,,13.38984167930492,0.4850060892575031
Tim Read MP,ongoing,59,32720.5,8925.625,22419.541666666668,2.5118175664635998,8.874071874071873,0.48219190192434347
Tim Richardson,ongoing,64,35068.0,15259.416666666666,17734.75,1.1622167732493052,3.1619373554488344,0.5471744367066772
Timothy J Quilty,off_campaign,25,7537.5,0.0,6962.916666666667,,22.676002120074887,0.12965970956815312
Tindo Solar,ongoing,42,107529.0,32825.45833333333,75569.54166666667,2.302162574526124,5.849804342143702,0.35887634418413056
Tom Smith MP,election_only,24,1288.0,0.0,1292.125,,11.711659917909312,0.549691867579069
Townsville City Council,transitional,100,11350.0,6933.625,4881.375,0.7040148551443148,-4.257810894141829,0.45444513167746337
Transport Matters Party,off_campaign,44,13978.0,0.0,12688.083333333334,,24.262782663522856,0.0694825954699064
True Crime News Weekly,ongoing,77,3811.5,1794.375,1975.875,1.1011494252873564,1.59862457017818,0.5358525500757448
UN Women Australia,ongoing,516,57542.0,8651.708333333332,50729.833333333336,5.863562591203087,10.266635685952995,0.3508045811062251
UNFPA,off_campaign,23,1338.5,1784.6666666666667,0.0,0.0,-25.526785714285708,0.028502747252747214
UNICEF,election_only,80,10160.0,10160.0,0.0,0.0,-6.527573115860517,0.7489394955438263
UNICEF Australia,ongoing,32,16884.0,7919.0,8998.0,1.1362545775981816,-1.2644866955471676,0.49310734633930237
UNICEF with Facebook Ad Credits,ongoing,21,140589.5,11196.0,129393.5,11.557118613790639,3.0291570748272703,0.8454261508516983
Unharm,ongoing,39,10030.5,3452.25,6684.791666666667,1.9363579308180656,3.9152618608204346,0.653790099677501
UniSuper,ongoing,156,168622.0,72330.70833333333,98390.12499999999,1.3602815079118653,1.6906204434279015,0.569094469340973
Unions NSW,off_campaign,34,10483.0,0.0,10483.0,,17.375812540030797,0.3316995176911231
United Firefighters Union - Aviation Branch,election_only,21,2639.5,1829.9583333333335,399.0,0.21803775131492062,2.413801022792517,0.806623398099237
United Firefighters Union - Victorian Branch,off_campaign,43,32528.5,0.0,32528.5,,20.01603538874701,0.23015248504819194
United Workers Union,ongoing,510,179795.0,83150.95833333333,98730.66666666667,1.187366551698392,1.7220773139567842,0.5393996498784432
VACCA - Victorian Aboriginal Child Care Agency,election_only,73,31613.5,0.0,33045.16666666667,,8.705800934795594,0.6651615025078617
Verve Super,off_campaign,83,31108.5,34091.95833333333,0.0,0.0,-22.668314462512022,0.13089710619858858
Very Special Kids,election_only,89,18305.5,15563.875,3847.5,0.24720707407377662,-11.873889297236431,0.43792476528114777
Vicki Ward MP,ongoing,35,6032.5,223.58333333333334,4806.958333333334,21.499627282892288,21.27010960430986,0.1581786182806616
Victor Chang Cardiac Research Institute,election_only,33,4733.5,0.0,5505.0,,2.5060821331257297,0.9036122256490102
Victorian Auditor-General's Office,election_only,24,2188.0,1997.5833333333335,0.0,0.0,-1.8907697992216783,0.9272780846453199
Victorian Chamber of Commerce and Industry,off_campaign,43,6828.5,0.0,6932.625,,22.0045437334343,0.15433159545238306
Victorian Electoral Commission,election_only,192,290254.0,0.0,300045.5833333333,,15.380003708960254,0.4094707174178848
Victorian Forest Alliance,off_campaign,110,37245.0,0.0,36736.583333333336,,24.04555971681271,0.07708845214204314
Victorian Trades Hall Council,ongoing,187,51106.5,21618.250000000004,28251.125,1.3068183132307192,9.016609583011808,0.35891139686680545
Voice of Caulfield,off_campaign,43,6128.5,0.0,5738.416666666667,,23.433337759088182,0.10059287294950443
Vote Angus Out,election_only,41,14829.5,14659.291666666666,0.0,0.0,-11.36302670052027,0.5629605115184512
WAMN News,ongoing,89,4805.5,1980.0,2825.5,1.427020202020202,2.8853657267714072,0.530886512821275
WOMENS INFORMATION AND REFERRAL EXCHANGE INCORPORATED,ongoing,39,5330.5,905.25,4537.625,5.012565589616128,7.230711185330757,0.628971033559601
WWF-Australia,ongoing,181,165759.5,30854.333333333336,137420.66666666666,4.453853051435238,12.760921535751427,0.3049434223479685
Wayne R Farnham,ongoing,59,3820.5,152.625,3713.5833333333335,24.33142233142233,18.044791331484795,0.29121210725172403
Wayside Chapel,off_campaign,238,88181.0,95113.70833333334,0.0,0.0,-21.78982249504243,0.16415966720843028
Wesa Chau for Prahran,off_campaign,314,20743.0,0.0,21811.166666666668,,24.510442444837672,0.05969274484446378
Western Australia Party,election_only,20,23640.0,22816.75,299.0,0.013104407945916925,-9.15452667553508,0.6312011588122032
Western Rivers Alliance,ongoing,32,3084.0,1191.0,1988.625,1.6697103274559193,-0.9095524517154425,0.7240797885921132
What Can I Do? Australia Inc,transitional,21,1039.5,742.5,317.625,0.42777777777777776,-6.827126181211785,0.47881301577799634
Whitehorse City Council,ongoing,74,3863.0,1407.625,2422.375,1.7208951247668947,6.428142484147705,0.5320158953318223
Whitsunday Regional Council,ongoing,28,2386.0,739.5833333333334,1733.7083333333333,2.344169014084507,5.511509868523969,0.26300334211518694
Will Fowles MP,ongoing,72,16564.0,4044.5833333333335,12619.083333333332,3.1199958792623876,2.250107876560638,0.8320199009448077
William Anicha Bay,election_only,21,1139.5,1156.0,0.0,0.0,-4.292789174493326,0.834892724057949
Wilson Tucker MLC,ongoing,31,2434.5,1345.625,1138.4583333333335,0.8460442793002014,-2.2312772269161276,0.5904015639498211
Women NSW,off_campaign,38,2981.0,0.0,2981.0,,18.769109119662623,0.2781111877052837
Women's Forum Australia,transitional,49,12625.5,9526.708333333334,3111.4166666666665,0.326599341325484,-12.140116945843666,0.19996480284794413
WorkForClimate,election_only,24,6188.0,6188.0,0.0,0.0,-15.796703296703297,0.39243448858833474
WorkSafe Victoria,ongoing,83,53658.5,11109.0,34614.5,3.1158970204338825,4.410108743706346,0.8090212766008582
World Animal Protection Australia,ongoing,408,150446.0,68668.25,84699.58333333333,1.233460636223194,0.2736023369897053,0.523774897303625
World Transformation Movement,transitional,254,73123.0,44145.70833333333,30069.0,0.6811307629941379,-3.688294684879481,0.4380786052506562
YLab Global,election_only,25,4037.5,4083.2916666666665,0.0,0.0,-4.156055528263409,0.8401517104514074
You Belong Australia,election_only,84,5458.0,5263.791666666667,66.0,0.012538490156810283,-3.642589666128735,0.8584970788895271
Your Health Your Choice,election_only,22,1989.0,1989.0,0.0,0.0,-12.536809595633123,0.5178150155525721
Your Toolkit,ongoing,46,8777.0,3894.0833333333335,4970.458333333334,1.2764129341522397,5.65191107159812,0.5619699455980708
Youth Affairs Council Victoria,ongoing,26,1487.0,623.4583333333334,776.5,1.2454721646728597,1.2185396674220745,0.6408628723578573
Zero Co,off_campaign,69,31715.5,36743.16666666667,0.0,0.0,-17.23032724581765,0.34293381605580237
caz4cowper,election_only,39,27530.5,25844.041666666668,0.0,0.0,-2.5945740463803135,0.900208690523834
indigo foundation,ongoing,21,1439.5,537.3333333333334,914.625,1.7021557071960296,4.847513005833665,0.6246513408535965
new Democracy,election_only,27,9036.5,9261.583333333332,53.625,0.005790046698278733,-7.753549463083605,0.7023501535925217
polipedia.com.au,off_campaign,81,5309.5,0.0,4894.333333333333,,25.022186736848248,0.04124850410095252
