bylines,mean_prob_outside,mean_prob_inside,shift,total_spend,n_ads,mean_election_prob_weighted
Timothy Donald Looker,0.9051549659494964,,,297.0,6,0.9051549659494965
Timothy Glenn Walker,0.18825549003739467,,,596.0,8,0.20256613015088587
Timothy J Quilty,0.5124949914364124,,,7537.5,25,0.5266594444715236
Timothy Leonard Mander,0.2302356260497267,,,448.5,3,0.19012150169010947
Timothy Luke Scott,0.9850658652394177,,,299.0,2,0.9750765406203384
Timothy Mark Evans,0.954243368100828,,,99.0,2,0.954243368100828
Tindo Solar,0.02316264621948616,0.052524395467015594,0.029361749247529434,107529.0,42,0.021171143166334627
Tirtyl Trading Pty Ltd,,0.0002505675629551248,,248.5,3,0.00023867361940024917
Tobias Alexander James,0.7316458008762345,0.4952438542784774,-0.23640194659775715,299.0,2,0.5343806313908152
Toby Jason Thorpe,0.6938290412479666,0.5739008581697631,-0.11992818307820352,2142.5,15,0.511195594181127
Today,0.09901099379757483,,,99.0,2,0.09901099379757483
Todd Antony Redwood,0.9997082780290106,,,297.0,6,0.9997082780290106
Together Queensland,0.49733523167010096,0.799848991896317,0.302513760226216,24643.5,13,0.6161227104767346
Tom McIntosh MP,0.5408734379145745,,,746.5,7,0.5434148305088046
Tom Smith MP,0.43447140073113705,,,1288.0,24,0.4587116884298105
Tom William Morrison,0.5079665178445855,,,346.5,7,0.5079665178445855
Tony Latter ,0.5333489970937627,,,148.5,3,0.5333489970937627
Tony Sheldon - Senator for NSW,0.592743349632656,,,148.5,3,0.592743349632656
Tony Wolfe,0.9670342264032484,,,248.5,3,0.9773118115054681
Toowoomba Regional Council,0.038881471940527546,0.5329491136445257,0.49406764170399814,4045.5,9,0.3207331513808645
Total Environment Centre Inc.,0.4317637659556377,,,247.5,5,0.43176376595563776
Town of Cambridge,0.8485663215728212,,,148.5,3,0.8485663215728212
Town of Port Hedland,0.029426408384005565,0.0005604055265074903,-0.028866002857498074,99.0,2,0.014993406955256526
Town of Victoria Park,0.005943781091894196,0.26795525856796587,0.2620114774760717,199.0,2,0.07111749031332912
Townsville City Council,0.15199970540614877,0.29676657318581895,0.14476686777967018,11350.0,100,0.18523162942953628
Tracie M Lund,0.8569697039194414,,,396.0,8,0.8569697039194412
Transport Matters Party,0.7153737226044506,,,13978.0,44,0.7316593857465302
Transport Workers' Union Australia,0.443311214705739,,,247.5,5,0.443311214705739
Travis Schultz & Partners,0.36425947864598707,,,249.5,1,0.36425947864598707
Trent Ames,0.5771366546822877,,,247.5,5,0.5771366546822878
Trevor John Watts,0.6077436972095714,0.6075389497956338,-0.00020474741393761153,941.5,17,0.5780530485032341
Trevor Malcolm Scott,0.9568743675634505,,,247.5,5,0.9568743675634503
Tricia Hitchen,0.6298811645032206,,,148.5,3,0.6298811645032207
Trisha Lee Doyle,0.20861321917020437,0.3189007110275761,0.11028749185737174,742.5,15,0.2233182180845206
Troy Arandale,0.8369883819411811,,,49.5,1,0.8369883819411811
Troy Bell MP,0.9331069180249068,,,49.5,1,0.9331069180249066
True Crime News Weekly,0.37533063401610844,0.4890800590171888,0.11374942500108037,3811.5,77,0.4093077349904572
Tweed Shire Council,0.4574385627679974,,,499.0,2,0.2741151671169846
Tyler Hamilton,,0.08914848032075273,,297.0,6,0.08914848032075273
Tyrone Richard Hennessy D'Lisle,0.08898194350790678,,,49.5,1,0.08898194350790678
UN Women Australia,0.4073375851088579,,,57542.0,516,0.3654412515354088
UNFPA,0.11300533984985027,,,1338.5,23,0.10006914837348548
UNICEF,0.33714013237691376,,,10160.0,80,0.3305444284415669
UNICEF Australia,0.1246352938365891,,,16884.0,32,0.046003824956458036
UNICEF avec des crédits publicitaires Facebook,0.41487235284978385,,,149.5,1,0.41487235284978385
UNICEF con créditos publicitarios de Facebook,0.4127381158962686,,,499.0,2,0.41188271030367724
UNICEF with Facebook Ad Credits,0.21603136401803866,0.41856244717671853,0.20253108315867988,140589.5,21,0.37201622019062724
UNSW Sydney,0.175630942277724,,,3392.0,16,0.2154900264029954
UPC Renewables Australia,0.21518869701684235,,,1495.0,10,0.2151886970168423
Unharm,0.574202903322092,0.44475242842686974,-0.12945047489522227,10030.5,39,0.6788282118021979
UniSuper,0.22629037696900703,0.10862399064665948,-0.11766638632234755,168622.0,156,0.20759282084216762
Union Aid Abroad-APHEDA,0.04006284725347453,0.002977608966721168,-0.037085238286753364,248.5,3,0.010364809349796786
Unions NSW,0.18512204763543916,,,10483.0,34,0.18749896041056202
Unions Tasmania,0.27851639003602774,,,1842.5,15,0.37577091243632055
UnionsACT,0.15119535393206465,,,198.0,4,0.15119535393206465
UnionsWA,0.25665714809553447,,,545.5,9,0.21856572276829492
UnionsWA Inc,0.4063723521227796,0.04145545445422109,-0.3649168976685585,545.5,9,0.40249666277876184
United Firefighters Union,0.8554461149184025,,,548.5,3,0.807020938139915
United Firefighters Union - Aviation Branch,0.40347283372667825,0.6420076974338569,0.23853486370717863,2639.5,21,0.5545896323361587
United Firefighters Union - Victorian Branch,0.5792198326429528,,,32528.5,43,0.5640679875220862
United Firefighters Union Tasmania,0.3858339879231168,,,497.0,6,0.3748283827940726
United Nations with Facebook Ad Credits,0.8552988122419636,,,6698.0,4,0.8532916995814942
United Services Union,0.25828175047660423,,,1648.5,3,0.10910615244559489
United Services Union ,0.9210327606833847,,,248.5,3,0.9210327606833848
United Workers Union,0.6584334140271279,0.863265741824989,0.2048323277978612,179795.0,510,0.7661776343710152
United firefighters union,0.6083351657358371,,,1395.0,10,0.6107585065555675
Uniting,0.5224919787092023,0.4330765957000896,-0.08941538300911267,1645.5,9,0.4643802910484819
Uniting Church in Australia,0.04816048723453026,,,548.5,3,0.04816048723453026
University of Melbourne,2.5153881283268564e-05,,,1599.0,2,1.4616399941641742e-05
University of Sydney,0.0008141470576105148,,,1749.5,1,0.0008141470576105148
University of Tasmania,0.22353287559175058,,,148.5,3,0.22353287559175056
University of Tasmania ,0.5274726771218525,,,899.0,2,0.5274726771218526
University of Wollongong ,0.7224296741385344,,,898.0,4,0.9387985142191865
Urban Development Institute of Australia - SA,0.7287774585498956,,,399.0,2,0.7667829461492665
VACCA - Victorian Aboriginal Child Care Agency,0.45497433254986513,0.11266231015846517,-0.34231202239139996,31613.5,73,0.3040524377363294
Valence Anthony Athanassiou,0.052292593564886136,0.29185254947555617,0.23955995591067003,247.5,5,0.10020458474702014
Vanessa M Cheng,0.7753395901370762,0.6564332320537591,-0.11890635808331707,396.0,8,0.7456130006162468
Vasilios Tsalkos,0.6827648283311822,,,495.0,10,0.6827648283311822
Vegan Australia,,0.8859772289743102,,199.0,2,0.8859772289743102
Vele Civijovski,0.8848507509594682,,,49.5,1,0.8848507509594682
Verve Super,0.1832248931947407,,,31108.5,83,0.17468873859378303
Very Special Kids,0.03487731580928959,0.7480798044116627,0.7132024886023731,18305.5,89,0.14621888745797737
Vicki Howard,0.46910075652500904,,,2893.0,14,0.3581000761363043
Vicki Ward MP,0.4725116648123202,0.5623137542172575,0.08980208940493728,6032.5,35,0.5146133042969526
Victor Chang Cardiac Research Institute,0.15416937757035254,0.14531752613810833,-0.008851851432244207,4733.5,33,0.19425049271366046
Victor Ruifeng Liang,0.00021677515408080605,,,346.5,7,0.00021677515408080605
Victoria Forward,,0.47744958145141464,,148.5,3,0.47744958145141464
Victoria Law Foundation,,0.45826537332384304,,748.5,3,0.40826790844706967
Victoria Minvielle,0.8501373469224851,,,198.0,4,0.8501373469224851
Victorian Auditor-General's Office,,0.10176652644127242,,2188.0,24,0.0737548972144301
Victorian Chamber of Commerce and Industry,0.2880669508398346,,,6828.5,43,0.31887024394422575
Victorian Electoral Commission,0.6008259326896698,0.5484361431260337,-0.05238978956363605,290254.0,192,0.6124874181705824
Victorian Equal Opportunity and Human Rights Commission,0.738944398859874,0.08627576107665869,-0.6526686377832153,1692.0,16,0.46113055359257465
Victorian Farmers Federation,0.9988691198177837,,,398.0,4,0.9992962715494111
Victorian Forest Alliance,0.860599239727808,,,37245.0,110,0.8390903598352867
Victorian Forest Products Association,0.34888791748223746,,,6144.5,11,0.19858860465989409
Victorian Socialists,0.8828385208660864,0.6811536906532847,-0.2016848302128017,1494.0,12,0.758436403402977
Victorian Trades Hall Council,0.5045184700409692,0.5586886987530851,0.054170228712115964,51106.5,187,0.5047246046544814
Victorian Women's Trust,0.987724830729174,,,148.5,3,0.9877248307291742
Vision 2020 Australia,0.08513726437675684,0.3492227540787561,0.26408548970199924,3492.0,16,0.2830059958969333
Visions for Armidale Creeklands Inc,0.5161486836458656,0.993051582613002,0.47690289896713633,198.0,4,0.6353744083876497
Vocational Partnerships Group,0.41119760128742877,,,248.5,3,0.4058843521421288
Voice of Caulfield,0.7938054648413815,,,6128.5,43,0.8795267313291086
Voice of Caulfield Incorporated,0.5388394946811131,,,247.5,5,0.5388394946811131
Voice of the Martyrs Australia,0.006365813028727935,,,798.0,4,0.0047743814724791915
Voices 4 Cowper,0.6769015749347419,,,848.5,3,0.6532394411866346
Voices Of Mackellar,,0.7906391566533052,,49.5,1,0.7906391566533052
Voices of Bennelong,0.9968650881134153,0.9870674489427023,-0.00979763917071308,148.5,3,0.9935992083898443
Voices of Bradfield Inc. - Reg#2100484,,0.7587924939866961,,1742.5,15,0.7550379438203827
Voices of Mackellar,0.42039266237952844,,,99.0,2,0.42039266237952844
Voices of Mornington Peninsula,,0.8938719468144999,,148.5,3,0.8938719468144998
Vote Angus Out,0.817796435656007,0.8305969743739567,0.012800538717949728,14829.5,41,0.8317886622277508
Vote Clean Future,0.5387861450713998,0.41239460815638473,-0.12639153691501503,843.5,13,0.45689761522663896
Vote Earth Now,,0.8161940018973481,,2395.0,10,0.80965677403533
Vote Easy,0.9144434420177356,,,347.5,5,0.9388739379384742
WA Local Government Association,0.5511025651495916,,,247.5,5,0.5511025651495917
WAMN News,0.43198187168846197,0.5597231840509733,0.12774131236251135,4805.5,89,0.4997925300491524
WAW Handplanes,0.5080070536556249,,,397.0,6,0.5374780721136657
WLTH,0.4776186758591844,,,5593.0,14,0.5985440255838747
WOMENS INFORMATION AND REFERRAL EXCHANGE INCORPORATED,0.08151691591932952,0.220256105674492,0.13873918975516247,5330.5,39,0.06269699618434092
WWF-Australia,0.2801310834381022,0.21909343342997678,-0.061037650008125444,165759.5,181,0.40002080411887503
Wakehurst's Independent,0.5190588067270687,,,247.5,5,0.5190588067270688
Wannon Water,0.047903639634571005,,,49.5,1,0.047903639634571005
Warren Anthony Morrison,0.9583365353657691,,,49.5,1,0.9583365353657691
Warren Joseph Tegg,0.5364104424308926,,,148.5,3,0.5364104424308926
Warren Snowdon MP,0.26098345219235647,,,546.5,7,0.26384874679486836
Warrick Jordan,0.3800076214594065,,,49.5,1,0.3800076214594065
Warrnambool City Council,0.05532446449843076,,,199.0,2,0.03896747994313311
Warwick Jason Mackay,0.6924609154073548,,,646.5,7,0.733374733048625
Wasim Saeed,0.8974262208399334,,,496.0,8,0.9162549872766371
Water Corporation,0.38301268318559795,0.8791802037037101,0.49616752051811214,2798.0,4,0.48299030832612416
Wayne Anthony Johnston,0.724995383480703,,,896.0,8,0.735828621548008
Wayne R Farnham,0.8145853932267958,0.5306355836564414,-0.28394980957035443,3820.5,59,0.8249117589143976
Wayne Ross Fischer,0.0006830158292389088,,,49.5,1,0.0006830158292389088
Waynita-Josh Manticas,0.36198499209643514,,,1595.0,10,0.3016623015701172
Wayside Chapel,0.3186399161015876,0.2929521235731368,-0.02568779252845077,88181.0,238,0.33519787273962554
We Are Hughes,0.7575174255555185,,,346.5,7,0.7575174255555185
WeMoney Pty Ltd,0.3001196134379373,,,7145.5,9,0.4986508477314627
Wei J Shen,0.30965719313333806,,,148.5,3,0.309657193133338
Weleda Australa,0.08846907327102058,,,21693.5,13,0.09364987812691257
Wellington Shire Council,1.1608309868904598e-09,,,149.5,1,1.1608309868904598e-09
Wendy Lovell MP,0.5908266881061933,0.49778488081155253,-0.09304180729464079,1445.5,9,0.5137402240083527
Wesa Chau for Prahran,0.29371575114544973,,,20743.0,314,0.35928013671479486
West Australian Ratepayers and Residents Association (WARRA) Inc,0.6761591017591968,0.6796033682863376,0.0034442665271408046,297.0,6,0.6778812350227672
Western Australia Party,0.4323220628124087,0.5791318326767835,0.14680976986437477,23640.0,20,0.515548168786613
Western Australian Council of Social Service,0.5408991464748898,,,896.0,8,0.45208668459884654
Western Rivers Alliance,0.2403976414565117,0.1658379470980559,-0.0745596943584558,3084.0,32,0.37559809544108125
What Can I Do? Australia Inc,0.44236116910191636,0.047596668007423994,-0.39476450109449235,1039.5,21,0.3483696212222753
White Ribbon Australia,0.11228185984320432,0.28151995861363144,0.16923809877042711,6392.0,16,0.04449678087630935
Whitehorse City Council,0.19780004801155143,0.3369786433519279,0.13917859534037647,3863.0,74,0.21272434033037838
Whitlam Institute,0.10511416347909848,,,1146.5,7,0.10869823759432697
Whitlam Institute within Western Sydney University,0.09295470702545872,0.1761613459666556,0.0832066389411969,995.0,10,0.18554125633289378
Whitsunday Climate Change Innovation Hub,,0.9612343787036691,,49.5,1,0.9612343787036691
Whitsunday Regional Council,0.13419300195287065,0.046458670523190304,-0.08773433142968035,2386.0,28,0.09222336931815905
Wildlife Victoria,0.005574798122054581,,,4593.0,14,0.006767544262940476
Will Fowles MP,0.2576676129302538,0.44292096684900834,0.18525335391875453,16564.0,72,0.46497612035053076
William Allan Tyrell,0.6008176279468492,,,3444.5,11,0.5925200147332431
William Anicha Bay,0.2624864998721839,0.3654492936922076,0.10296279382002366,1139.5,21,0.3129014816527265
William George Edward Twiss,0.7441300813437208,,,844.5,11,0.7808653959704347
William Ginn Candidate for Yass,0.7196601860866529,,,148.5,3,0.7196601860866528
William Neil Stewart Coats,0.7294402413775944,,,249.5,1,0.7294402413775944
William Scott,,0.9939461557710398,,49.5,1,0.9939461557710398
Willoughby City Council,0.5475130274340946,,,748.5,3,0.6259153575804813
Willoughby Environmental Protection Association (WEPA),0.24118834561404223,,,148.5,3,0.24118834561404226
Wilson Tucker MLC,0.414237108335854,0.48755384901138066,0.07331674067552668,2434.5,31,0.3936824823266335
WinZero Inc,0.1692931491176934,0.03192755184360574,-0.13736559727408765,595.0,10,0.1251698991667583
Windermere Child & Family Services,0.12700708716203485,0.22041903630542214,0.0934119491433873,346.5,7,0.15369621548871698
Winfinity Solutions Pty Ltd,0.9714056303027,,,298.0,4,0.9714056303027001
Winsen Loren,0.26023818480644245,,,6397.0,6,0.26023818480644245
Woden Valley Community Council,0.02486370247720604,,,99.0,2,0.02486370247720604
Wodonga Council,0.009716983026427614,,,248.5,3,0.007501641390837677
Women NSW,0.12670161074260744,,,2981.0,38,0.10189281040549782
Women With Disabilities Australia (WWDA) ,0.029028918263910908,0.999532699464323,0.970503781200412,148.5,3,0.3525301786640483
Women in Business Mornington Peninsula,0.00010209779783393325,,,99.0,2,0.00010209779783393325
Women with Disabilities Victoria,0.38710294501692155,,,299.0,2,0.38710294501692155
Women's Climate Congress,0.995827427656284,,,49.5,1,0.995827427656284
Women's Climate Congress ,0.45056472554170374,,,445.5,9,0.4505647255417038
Women's Forum Australia,0.18986088499429365,,,12625.5,49,0.10861106473480583
Women's Health NSW,,0.6785255630118107,,348.5,3,0.6789901943151386
Women's Safety Services South Australia,0.43650430267666307,,,149.5,1,0.43650430267666307
Women's and Girls' Emergency Centre,0.15270404159227388,,,694.0,12,0.1344460930491043
WorkForClimate,0.39565845223216917,0.5295501086703969,0.1338916564382277,6188.0,24,0.5341590566909806
WorkSafe Victoria,0.2418919727668329,0.30905925174792864,0.06716727898109573,53658.5,83,0.3568349530467008
WorkforClimate,,0.5541411668701722,,1091.0,18,0.554141166870172
Working For Your Future,0.20129478757041988,,,148.5,3,0.2012947875704199
World Animal Protection Australia,0.06426168177453895,0.018993058183741647,-0.0452686235907973,150446.0,408,0.08089007089362525
World Transformation Movement,0.3199092259785633,0.20817822227812108,-0.11173100370044223,73123.0,254,0.27988582772486365
World Wellness Group,0.0023911822145427086,,,49.5,1,0.0023911822145427086
Wyndham City,0.6632669032906656,0.31033466498273893,-0.3529322383079267,943.5,13,0.5589988323192422
Xenophon Davis,0.0644460189846292,,,149.5,1,0.0644460189846292
Xome Artist,0.29638275329705477,,,148.5,3,0.29638275329705477
Xuan Vinh Nguyen,0.5870023303779214,,,1393.0,14,0.7289211266342915
YLab Global,0.4912349024933539,0.5198427581675297,0.028607855674175786,4037.5,25,0.6716490105370841
YWCA Australia,0.0894429188272893,,,898.0,4,0.05049974910470701
Yao-Tsu WU,0.37800184940534753,0.012249536857665944,-0.3657523125476816,148.5,3,0.25608441188945363
Yarra City Council ,0.3136082857130836,0.06541564128751043,-0.24819264442557315,1941.5,17,0.3499368567949537
Yasmin Catley MP,0.5472237155382569,,,6798.0,4,0.5671132222411437
Yassir Ajrish,0.8200558696576089,,,396.0,8,0.820055869657609
Yoorrook Justice Commission,0.015020073152495095,,,349.5,1,0.015020073152495095
You Belong Australia,0.046023761954634125,0.007343455546287246,-0.03868030640834688,5458.0,84,0.017283038088333164
Your Health Your Choice,0.7131859710941786,,,1989.0,22,0.7744164007113157
Your Toolkit,0.3136616070253839,0.10386736770897663,-0.20979423931640728,8777.0,46,0.2233111875280994
Your Voice for Bellarine,0.6737515039566071,,,945.5,9,0.6269315535876774
Youth Affairs Council Victoria,0.3295736934339742,0.08273662786064319,-0.24683706557333102,1487.0,26,0.21281448673405579
Youth Off The Streets,0.5638266939010297,0.21286113339096976,-0.3509655605100599,693.0,14,0.4134128822538612
