bylines,mean_prob_outside,mean_prob_inside,shift,total_spend,n_ads,mean_election_prob_weighted
Lee Odenwalder MP,0.7134807456765503,0.3438208402955092,-0.3696599053810411,199.0,2,0.43577141977471284
Leeton Shire Council,0.16557546512397114,,,249.5,1,0.16557546512397114
Legalise Cannabis NSW Incorporated,0.5023145322070358,,,3193.0,14,0.5295682031518019
Legalise Vaping Australia,0.32007721918543874,,,35941.5,17,0.5863495316886157
Leigh Robert Gray,0.9854867081112747,,,49.5,1,0.9854867081112747
Leith R Mudge,0.4008564388329901,,,597.0,6,0.5863251282996201
Lenaa Anderson,0.22295016046432137,,,198.0,4,0.22295016046432137
Lendi Pty Ltd,0.934920016512704,0.9349200165127037,-2.220446049250313e-16,14540.5,19,0.9349200165127038
Leonard Dean Draper,0.6394947576904989,,,49.5,1,0.6394947576904989
Les Walker,0.38020131529502055,0.3988821395087638,0.01868082421374323,1089.0,22,0.3852960855351324
Let's Back Bathurst,0.8252249013212946,,,99.0,2,0.8252249013212947
Levi John Madeley,0.8049178943525608,,,199.0,2,0.8522210574240584
Lia Chivaun Lawrie,0.8563499995700637,,,346.5,7,0.8563499995700639
Liesl Tesch MP,0.3139911693200976,,,99.0,2,0.3139911693200975
Lifeline Australia,0.11435185687040228,,,99.0,2,0.11435185687040227
Lifeline Central West,0.5921416005341626,,,792.0,16,0.5921416005341626
Lighter Footprints.org,0.7938789320061117,0.8739503201187941,0.08007138811268244,3076.0,48,0.8087944069378703
Lily D'Ambrosio MP,0.42004572993754075,0.27587027938227165,-0.1441754505552691,2833.5,33,0.49813968549062393
Linda Janet Lenord,0.621944691420415,,,49.5,1,0.621944691420415
Linda Louise Campbell,0.4068107499929139,,,1336.5,27,0.40681074999291383
Linda M Caruso,0.6838199451149077,,,496.0,8,0.6232005935126059
Linda Scott,0.8428067317726534,,,2642.5,15,0.8581534274482623
Lindi McMahon for Launceston City Council,0.029902081108190703,,,149.5,1,0.029902081108190703
Line Hydrogen (Australia) Pty Ltd,0.05632018100186753,,,1197.0,6,0.05632018100186754
Linh Sy Ho,0.6788265854043136,,,699.0,2,0.594292204014291
Linkedin Local Sunshine Coast,0.06576893148693272,0.005159021562754956,-0.060609909924177766,2184.0,32,0.0319882481537743
Linus Power MP,0.12418134339855808,,,99.0,2,0.12418134339855808
Lisa Maree Atwood,0.39201562024309594,0.01176606318302261,-0.38024955706007335,894.0,12,0.38574830807798927
Lisa Maree Taggart,0.4031631299487718,0.18260101756134275,-0.22056211238742904,1498.0,4,0.37996220166595385
Lisa Marjorie Willows,0.43683620478109847,,,99.0,2,0.4368362047810984
Lisa Rowntree,0.9982534800000931,,,99.0,2,0.9982534800000931
Livingston Chettipally,,0.3831479611674906,,49.5,1,0.3831479611674906
Lizzie Blandthorn,0.27237935125914614,0.44014616222168207,0.16776681096253593,4730.5,39,0.4349049466621716
Local Government Association of Queensland,0.749543353987098,0.8381576128373119,0.0886142588502139,10161.0,78,0.8524655120321157
Local Government Association of Queensland ,0.38995787043560365,0.01856414134594009,-0.37139372908966356,1347.5,5,0.2484832718280069
Local Government Association of South Australia,0.5980784035783197,,,14540.5,19,0.4924927257128791
Local Government Association of Tasmania,0.37727143768846066,,,4747.5,5,0.23655152144801775
Lochie Dornauf,0.49825543631008806,,,99.0,2,0.4982554363100881
Lock The Gate Alliance,0.4478326408005787,0.6678970833218251,0.22006444252124635,8013.5,73,0.6295584551355359
Lock the Gate Alliance,0.5599974351279031,,,498.0,4,0.5197787560079139
Lord John Drake Cooper,0.5008013380440131,,,198.0,4,0.5008013380440131
Lord Mayor Adrian Schrinner,0.5645550247742314,0.9766735050855587,0.41211848031132736,7743.5,13,0.44006230827301096
Lord Mayor Nuatali Nelmes,0.7562991929411056,,,595.0,10,0.7878344571273818
Lord Mayor's Charitable Foundation,0.8700775886025461,0.855833313215327,-0.014244275387219174,1589.0,22,0.8770673865366766
Loretta Baker,0.7107579585140652,,,248.5,3,0.7825780931183547
Lorna Dent,0.537890078154088,,,1491.0,18,0.5726278114102851
Louise Anne Bloomfield,0.35136991970181547,,,3428.5,43,0.32690486182465966
Louise Eileen Staley,0.4498434007805005,0.44599751234447554,-0.003845888436024958,32072.5,155,0.44176053525446296
Louise Helene Nicholson,0.9444097150606042,,,497.0,6,0.944220844418715
Louise Marie Elliot,0.2960666995102266,0.4737192543065623,0.17765255479633568,5080.0,40,0.32574575110463755
Louise Melnikoff,0.49452287910166215,,,843.5,13,0.4497264241528581
Louise Pratt,0.8948859198972734,,,3296.0,8,0.9082060344491685
Love + Money,0.2607162171513438,0.3927327292597213,0.1320165121083775,1491.0,18,0.33996733845779814
Luba Grigorovitch ALP Candidate for Kororoit,0.5949596831494384,,,5661.0,78,0.6445671371541563
Lucas M Moon,0.7267617407881047,,,4734.5,31,0.7057942679015371
Lucy Clare Small,0.8403380206668962,,,149.5,1,0.8403380206668962
Lucy Hood MP,0.2533356738225708,0.3926040072819319,0.13926833345936113,1188.0,24,0.3113641460973046
Lucy M Honan,0.5546914690788418,,,497.0,6,0.531472433235348
Lucy Morrison ,0.339189178500891,0.12564193250401656,-0.2135472459968744,594.0,12,0.3035979708347452
Lucy Skelton,0.9795870452157244,,,4345.5,9,0.9835570882687839
Luke Edmunds,0.5101567835641346,,,1494.0,12,0.5215157109548714
Luke J Brady,0.6882368443372535,,,247.5,5,0.6882368443372535
Luke Michael Williamson,0.6786376137333092,,,49.5,1,0.6786376137333092
Luke Naismith,0.6894161342115009,,,744.5,11,0.5707758691930469
Luke T James,0.9386473851810633,,,299.0,2,0.9386473851810634
Luke William Munro,0.3596446998266188,,,942.5,15,0.2866151345578411
Ly Sok Lim,0.9393744516665253,,,942.5,15,0.9522376922032043
Lyme Disease Association Australia,0.6527440479442826,,,698.0,4,0.688839189537241
Lynden Colin Ferguson,0.1890232949871555,,,396.0,8,0.18902329498715548
Lyndon Thomas Gannon,0.4007606345703726,,,49.5,1,0.40076063457037264
MEAA,0.18348927417356922,0.6836755882044656,0.5001863140308964,8176.0,48,0.48830794074140843
MENTAL - The Motherload,,0.9506371862885529,,297.0,6,0.9506371862885529
MLC Design,0.11612704367926555,,,198.0,4,0.11612704367926555
MS Australia ,0.1261689294418641,,,2195.0,10,0.09278865325488388
MSI Asia Pacific,0.39400795305772396,0.28047375295230037,-0.11353420010542359,4495.0,10,0.29594395796609974
MTF,0.5033862170749637,,,99.0,2,0.5033862170749636
Mackay Regional Council,0.014320791045125902,,,198.0,4,0.014320791045125904
Macquarie Alliance,0.8301004902337997,0.897908683065939,0.06780819283213924,1442.5,15,0.8538601286083463
Macular Disease Foundation Australia,,0.5352193719965439,,396.0,8,0.5352193719965439
Maddison Lindsay Smith,0.34722469396095956,,,49.5,1,0.34722469396095956
Madman Films,0.5192980946440402,0.4669961977266223,-0.05230189691741788,3033.5,33,0.557479475738636
"Magyarország Nagykövetsége, Canberra",0.37676205086507797,,,348.5,3,0.3767620508650779
Mahmud Hosain Emon,0.42811550938538406,,,497.0,6,0.42036265184157523
Make a Change Australia,,0.521965363574656,,299.0,2,0.521965363574656
Manjit Singh Lally,0.48390773097881706,,,247.5,5,0.48390773097881706
Manly Observer,0.041705279419125274,0.9971742721852941,0.9554689927661688,99.0,2,0.5194397758022097
Manningham Council,0.4800685072682649,0.7865367908569891,0.30646828358872424,1143.5,13,0.6025128337774613
Marcus James Rowland,0.41051688386540375,,,247.5,5,0.4105168838654038
Maree Edwards MP,0.43008911882167195,0.40302155180796356,-0.027067567013708382,1139.5,21,0.47579757792445715
Margaret C Walker,0.8463395631514006,,,49.5,1,0.8463395631514005
Margaret Quirk MLA,0.9955729543999603,0.9954683996497626,-0.0001045547501976607,99.0,2,0.9955206770248615
Margot Lieselotte Sachse,0.48532850990198917,,,545.5,9,0.5785356258556278
Maria Kerr,0.3258346470414912,,,148.5,3,0.3258346470414912
Marie Clare Boothby,0.6661291853772269,,,198.0,4,0.6661291853772269
Maritime Union of Australia,0.3634051160600164,0.6056031847741535,0.24219806871413713,445.5,9,0.4172269091076024
Mark Buttigieg MLC,0.7138069730434264,0.9653118921641609,0.25150491912073447,8428.5,43,0.932658410618882
Mark C Morante,0.48962653364536896,,,247.5,5,0.48962653364536896
Mark Cheyne Drury,0.14655480697433246,0.4043862964745672,0.2578314895002347,346.5,7,0.2202209468315424
Mark Dabner,0.9687403279146665,,,199.0,2,0.9723057995369138
Mark Daniel Mclinden,,0.7127586437546287,,149.5,1,0.7127586437546287
Mark David Elliott,0.9998677343316601,0.9163012360497529,-0.08356649828190721,99.0,2,0.9580844851907064
Mark David Schweikert,0.698259336533849,,,198.0,4,0.6982593365338489
Mark De Beaumont Davies,0.48180957591494533,,,99.0,2,0.4818095759149453
Mark Eric Hamilton,0.3831479611674906,,,349.5,1,0.3831479611674906
Mark Hammel,0.3812963476882266,0.3459106866103673,-0.03538566107785934,2136.5,27,0.26865984076182453
Mark Jones,0.6113178264535458,,,198.0,4,0.6113178264535458
Mark M Aldridge,0.5153695418545233,0.800481252453924,0.28511171059940066,1337.5,25,0.6543734247788654
Mark Paul Michael Turner,0.17637402440144226,0.21346642478399058,0.037092400382548324,2782.0,36,0.22167428641384343
Mark Raymond Molachino,0.21991658435704303,0.522125057159426,0.302208472802383,148.5,3,0.3206527419578374
Mark Richard Rodda,0.9594144567363221,,,198.0,4,0.9594144567363221
Mark Rudy Nielsen,0.6510532889768698,,,797.0,6,0.5532594779799657
Mark Shelton MP,0.5525857075427012,,,49.5,1,0.5525857075427012
Mark Stuart Parton,0.42764165773704604,0.23365201098758331,-0.19398964674946273,693.0,14,0.3999288510585513
Mark Swivel Team,0.9442484569410076,,,4178.0,44,0.9581767153451209
Mark Thomas Denham,,0.5349961754265886,,643.5,13,0.5349961754265885
Mark William Jessop,0.8289612421483116,,,644.5,11,0.8554993319725434
Market Forces,0.7463196963832787,0.13566046138646026,-0.6106592349968184,5075.0,50,0.5972297156578202
Marlene Shipley,0.9943870715141298,,,398.0,4,0.9940806311530533
Martha Haylett,0.5481045363992164,,,3776.0,48,0.5818807645822435
Martin Foley MP,0.013183308362901602,,,799.0,2,0.013183308362901602
Martin James Wells,0.5809895387941606,,,449.5,1,0.5809895387941606
Martin Lothar Smith,0.09062188953415912,,,199.0,2,0.05341085895605596
Mary-Anne Thomas MP,0.5307747835629902,0.30119043416720914,-0.2295843493957811,2037.5,25,0.5763167014734566
Mason Ward Residents and Ratepayers Association,0.8612513680544754,,,447.5,5,0.900646390937325
Master Builders Australia ,0.5861061258586867,0.9309467057838519,0.34484057992516515,8038.0,124,0.8494575429434236
Mathew A Dickerson,0.4554947881403511,0.43218362294522833,-0.023311165195122774,596.0,8,0.3605624931945101
Matt Cowdrey OAM MP,0.30905229147365404,0.19605229324227114,-0.1129999982313829,894.0,12,0.23773153201690084
Matt Fregon MP,0.49648788884338857,0.27862598552458173,-0.21786190331880684,6417.5,65,0.6028471846929455
Matt Lachlan,0.5042063679284412,0.7712883775591166,0.2670820096306754,544.5,11,0.5527667333158367
Matt Mitchell,0.5261952182192544,,,1388.0,24,0.5619603322442216
Matt Noble,0.11909613360919014,,,99.0,2,0.11909613360919014
Matt Swinbourn MLC,0.12845671778067083,,,148.5,3,0.12845671778067083
Matt Tyler,0.00132535024182819,0.7317996885220239,0.7304743382801957,198.0,4,0.18394393481187718
Matthew Allan Kerle,,0.9074476501398611,,49.5,1,0.907447650139861
Matthew Combey,0.3339986748967406,,,346.5,7,0.3339986748967407
Matthew D Bach,0.35812450510620986,0.3620970958401144,0.003972590733904546,6937.5,25,0.3278613311661112
Matthew David Shilling,0.8468965272801424,,,397.0,6,0.8752276851851984
Matthew Deeth,0.3907854900324057,,,1041.5,17,0.4569039688536854
Matthew Edmund Etherington,0.10979200051313154,,,248.5,3,0.11008010133073459
Matthew Eric Gould,0.7633611862618505,,,1140.5,19,0.7099549835803484
Matthew Eric Hill,0.9663540659509207,,,545.5,9,0.9638920302330892
Matthew Gilbert Hawken,0.6345350002333442,,,49.5,1,0.6345350002333442
Matthew Hughes MLA,0.4654368368809024,,,298.0,4,0.4739971162030543
Matthew James Mitchell,0.07346023189950224,,,99.0,2,0.07346023189950224
Matthew James Osborn,0.7538370386740876,,,498.0,4,0.7309033608035296
Matthew John Paterson-Nicolai,0.59022396703582,,,99.0,2,0.59022396703582
Matthew Lucas,0.6271745737760697,,,247.5,5,0.6271745737760696
Matthew Robert Hooper,,9.53491287745134e-05,,49.5,1,9.53491287745134e-05
Maurice Blackburn Lawyers,0.07004926129183686,,,1548.5,3,0.07004926129183686
Maxie Anna Altclass Ford,,0.6628034421582518,,49.5,1,0.6628034421582518
Maxwell Anthony Venn-Brown,0.9519442156490766,,,49.5,1,0.9519442156490765
McKell Institute ,0.5716614937472975,,,198.0,4,0.5716614937472976
Meagan K Baker,0.2305703069989229,,,49.5,1,0.2305703069989229
Meaghan Alana Jenkins Scanlon,0.04236907467665363,,,49.5,1,0.042369074676653636
Meaghan Scanlon - Member for Gaven,0.40832859943813177,0.9840346833525616,0.5757060839144299,3123.5,53,0.45297169540811655
Meat & Livestock Australia,0.4071781554414035,0.545378631024516,0.1382004755831125,111159.0,82,0.385255133440739
Megan Louise Ann Brown,0.3509752506118936,,,247.5,5,0.35097525061189366
Melanie Jewson Foundation Ltd,0.3543732278212305,,,49.5,1,0.3543732278212305
Melanie Louise Holdsworth,0.960878265081955,,,749.5,1,0.960878265081955
Melbourne Water,0.1080215244290456,,,4345.5,9,0.09620319079316501
Melinda Jean Jones,0.4844097685113602,,,49.5,1,0.4844097685113602
Melinda Kirby - Ray White Rockhampton,0.09396699590553359,0.9811239108229082,0.8871569149173746,248.5,3,0.8016562315907476
Melinda Reed,0.3831479611674906,,,49.5,1,0.3831479611674906
Melissa Hamling,0.23667430704434886,,,148.5,3,0.23667430704434889
Melissa Horne MP,0.19011735694272602,,,148.5,3,0.19011735694272602
Melissa Jones,0.3831479611674906,,,148.5,3,0.3831479611674906
Melton Toyota,0.9668295757000557,,,49.5,1,0.9668295757000557
Meredith Anne Southwood,0.42466655130262093,,,248.5,3,0.4416510106331166
Meredith Hammat MLA,0.23944930468760522,,,299.0,2,0.23944930468760525
Meredith Jane Hammat,0.34349816941614103,0.17588163750987984,-0.1676165319062612,940.5,19,0.3170324012204155
Mia Davies MLA,0.9976984862572253,,,49.5,1,0.9976984862572253
Micah Australia,0.4864739518205406,,,248.5,3,0.4251897313660622
Michael Baden Lyon,0.7146810713646872,,,1894.0,12,0.6669457670275553
Michael Berkman MP,,0.3167892365940115,,99.0,2,0.3167892365940115
Michael Brown MP,0.44796378001963516,0.565231850390949,0.11726807037131387,2476.0,48,0.4579665463241378
Michael Brunker ,0.995328607270956,,,49.5,1,0.9953286072709561
Michael Cassel Group,0.3965227945926588,,,797.0,6,0.3965227945926588
Michael Farnden,0.43390860891208183,,,1782.0,36,0.4339086089120817
Michael Ferguson,0.6100547662347544,,,148.5,3,0.6100547662347544
Michael George Andrew Parsons,0.4383323745150669,,,396.0,8,0.43833237451506685
Michael Gordon Hewitson,0.04868611056683936,,,49.5,1,0.04868611056683936
Michael Hart MP,0.7205137463305108,,,249.5,1,0.7205137463305108
Michael J Mc Cluskey,0.5809144420608917,,,2746.5,7,0.7841734500156394
Michael James Brown,0.33216028215836463,0.49107765054729957,0.15891736838893494,547.5,5,0.7160029366347924
Michael James Cooper,0.26031455479051496,,,299.0,2,0.1355694621308179
Michael James Cope,0.41364568723019224,0.0025664377838358066,-0.41107924944635643,247.5,5,0.331429837340921
Michael Janusz Dudek,0.3759730032039659,,,2586.0,28,0.44543076559440176
Michael John Crandon,0.3931915939143038,,,645.5,9,0.40437458569870804
Michael John Jackson,0.9294363631707017,,,149.5,1,0.9294363631707016
"Michael Jones, Solicitor",0.9721084289044346,,,49.5,1,0.9721084289044346
Michael Nagi,0.17857248656548827,,,297.0,6,0.17857248656548827
Michael Peter Thorn,0.30885718338635204,,,49.5,1,0.30885718338635204
Michael Ray - Independent Candidate for Eureka ,0.7125342885897739,,,2080.0,40,0.7263546549772808
Michael Raymond Brunker,0.002487336639203419,,,49.5,1,0.002487336639203419
Michael William Banasik,0.3518158903854985,,,1092.0,16,0.38793522758511223
Michael Zaiter,0.8641389398391874,,,1392.0,16,0.8659638124108594
Michaela Settle,0.4468762860379977,0.25371890226096433,-0.1931573837770334,10954.0,92,0.4555127488815645
Micheline Andrews,0.6090735152012854,,,198.0,4,0.6090735152012854
Michelle Lee Hertz,0.6130850689694244,,,247.5,5,0.6130850689694244
Michelle Lisa Dracoulis,0.8442490233329712,0.9941973436839843,0.14994832035101302,445.5,9,0.8609099478164173
Mick Gentleman MLA,0.3684500863559488,,,396.0,8,0.3684500863559488
Mick de Brenni,0.70739936380055,0.7349514819704247,0.027552118169874684,1338.5,23,0.7485649051893039
Midnight Oil,0.17300919347248378,,,149.5,1,0.17300919347248378
Migrant Workers Centre,0.09801940524336292,,,445.5,9,0.09801940524336293
Mike Dale,0.8419116156250532,,,996.0,8,0.8782864240029274
Mike Williams,0.355483795682285,,,11672.0,56,0.4251868521398368
Milan Kapasi,0.9405441761645393,,,1398.0,4,0.9405441761645393
Milo Kei,0.9187328872238575,,,49.5,1,0.9187328872238576
Milornir Andjelkovic,0.8070597023817815,,,697.0,6,0.80801018305847
Minderoo Foundation,0.45218607450928716,0.054121070219591894,-0.39806500428969527,44286.0,28,0.4502638761192632
Minh Bao Nguyen,0.9189434593390361,0.8212511030992221,-0.09769235623981398,7750.0,100,0.9254009237995582
Minus18,0.28586826133792714,0.14482534516509205,-0.1410429161728351,6366.0,68,0.2982976458046836
Misty Norris,0.4746075099835066,0.09471390912079314,-0.37989360086271345,1089.0,22,0.4573396190352015
Misty-Glo Belinda Farquhar,0.009229429325965266,,,49.5,1,0.009229429325965266
Mitcheil Patrick Clarke,0.002439455920942857,,,49.5,1,0.002439455920942857
Mitchell Cameron Griffin,0.20816284228897552,0.9998943038805254,0.7917314615915498,148.5,3,0.735983816683342
Mohammad Abu Sofian,0.7249116330563561,,,49.5,1,0.7249116330563562
Mohammad Nurul Islam Khan,0.43725452013784294,,,398.0,4,0.6199169521983049
Mohit Kumar,0.833237860448291,,,548.5,3,0.9091283189889956
Moira Therese Were,0.6256080675151914,,,2574.0,52,0.6256080675151914
Moira-Louise Deeming,0.7599325306821356,,,49.5,1,0.7599325306821356
Monash IVF Group,0.5875180110015907,,,34342.0,16,0.7666439752998223
Monash University,0.3867910106678671,0.31697957783334413,-0.06981143283452296,217402.0,96,0.3391371416975604
Monica Michelle Mazzeo,0.4414349261903458,,,496.0,8,0.4169135280198696
Montana Elizabeth Tym,0.5436706161155349,0.5175868633901699,-0.026083752725365006,1144.5,11,0.5395137937960192
Moonee Valley City Council,0.049414629819455214,0.4069837560188267,0.3575691261993715,297.0,6,0.16860433855257906
Moreton Bay Regional Council,0.04501310160192392,0.406922719233726,0.3619096176318021,1642.5,15,0.10374085403440428
Morisset Early Education Centre,0.07301421499776872,,,799.0,2,0.07301421499776872
Mornington Peninsula Climate Action Network,,0.9998699936123345,,248.5,3,0.9999223100627808
Mornington Peninsula Shire,0.5411157182702159,,,5788.0,24,0.5998146360192751
Morris Vincent Malone,0.6086114551928573,,,198.0,4,0.6086114551928573
Mount Gambier Chamber of Commerce,0.8005236021260917,,,148.5,3,0.8005236021260919
Move Beyond Coal,0.2473066473782549,,,695.0,10,0.18556498514882197
Moving Media,,0.6430294815844393,,199.0,2,0.6430294815844393
Mukesh Chand,0.6464295045031911,,,247.5,5,0.6464295045031911
Multicultural Centre For Women's Health ,0.06985968091699908,,,544.5,11,0.0698596809169991
Munhemul Karim Khan,0.5552053377138385,,,8365.5,169,0.5552053377138384
Museum of Australian Democracy at Old Parliament House,,0.07559941763254809,,2497.0,6,0.07917075061183984
Musicians Australia,0.6250362904123691,0.66321634328516,0.038180052872790915,13308.5,83,0.7728145285024312
Muslim Association of Riverina Wagga Wagga Australia Incorporated,0.4066166804774608,,,199.0,2,0.4066166804774608
My Vote Matters,0.35980046740881266,0.6648935191168894,0.30509305170807677,893.0,14,0.5159962661170067
Médecins Sans Frontières Australia,0.22383485037409598,0.35380239523218127,0.1299675448580853,306915.5,469,0.2053377393302661
N Edwards-Galal,0.031599582597974574,,,49.5,1,0.031599582597974574
NATIONAL ZAKAT FOUNDATION INCORPORATED,0.1898856482533254,,,20394.0,412,0.18988564825332552
NGS Super,0.46606497627230664,,,4193.0,14,0.2169508898609994
NSW Council for Civil Liberties,0.17710990795608317,,,148.5,3,0.17710990795608317
NSW Electoral Commission,0.46314415168158457,0.026899655439817538,-0.43624449624176703,145454.0,92,0.47995131982012773
NSW Farmers,0.9167997639767977,0.010227814666550539,-0.9065719493102472,148.5,3,0.6146091142067153
NSW Jewish Board of Deputies,0.10859217323379682,,,248.5,3,0.13872946463186817
NSW Legislative Council,0.2164855327648687,0.002609287493784085,-0.21387624527108462,841.5,17,0.20390457716068727
NSW Mining,0.2484952931986361,,,7499.0,2,0.25237547951925215
NSW National Party,0.7153057926188887,,,7441.5,17,0.7265597709232499
NSW Nurses and Midwives' Association,0.44634445632787684,0.8146071216928507,0.3682626653649738,29489.5,21,0.5093296737433151
NSW Parliament,0.6323748432157479,0.5698468181776434,-0.0625280250381045,4757.0,86,0.6266561282273202
NSW Teachers Federation,0.27562322475643014,0.614971516196091,0.3393482914396609,32884.5,31,0.15405512431180313
NSWALRA Inc,5.115509754877179e-05,0.8961296631386789,0.8960785080411302,198.0,4,0.44809040911811376
NTEU Fightback,0.3545183417134785,,,447.5,5,0.45812963482798635
NTEU New South Wales,0.8073931561528123,,,198.0,4,0.8073931561528123
Nadia Clancy MP,0.5192420467540318,0.5386530811362475,0.019411034382215697,742.5,15,0.5244183225892893
"Nat Cook MP, 191 Bains Road, Morphett Vale SA 5162",0.23499392427640142,,,49.5,1,0.23499392427640142
Natalia Muszkat,0.3320738446162624,0.35926735634620754,0.027193511729945163,148.5,3,0.3411383485262441
Natalie Hutchins MP,0.0904567280525127,0.09779889330537195,0.007342165252859245,1496.0,8,0.049808675412670214
Natalie May Hissey,0.8781067535206782,,,2843.5,13,0.8789925682501992
Natalie Suleyman MP,0.3727703351845314,0.11096580351117158,-0.2618045316733598,940.5,19,0.31765359167435037
Natasha Spicer,0.42812830141296865,,,199.0,2,0.42812830141296865
Nathan Conroy,0.24029584641324972,,,248.5,3,0.16043020081951637
Nathan Danes O'Donnell,0.9172272266680115,,,99.0,2,0.9172272266680116
Nathan David Daniell,0.7983011919320292,,,148.5,3,0.7983011919320292
Nathan John Zamprogno,0.7015260558585302,,,297.0,6,0.7015260558585303
Nathan Lambert,0.5611340804062472,,,4499.0,2,0.5611340804062472
Nathan Matthew Hagarty,0.2788941586223117,,,3596.0,8,0.3717230867665093
Nathan Shanks,0.1817119472513468,,,198.0,4,0.1817119472513468
National Association for the Visual Arts,0.8538218342270968,,,99.0,2,0.8538218342270968
National Disability Services,0.7387498505466265,0.9726947424524688,0.23394489190584233,9731.5,37,0.8760049269055996
National Farmers Federation,0.981189274928054,0.9778264119199533,-0.003362863008100625,8136.5,27,0.9724100388208125
National Party of Australia,0.5046194379642239,0.49808339896692677,-0.0065360389972971555,26580.0,40,0.4451517098141917
National Party of Australia (S.A.) Inc.,0.6709926323887683,0.5680759777823148,-0.1029166546064535,2678.0,44,0.6925084784758877
National Party of Australia (SA) Inc.,0.6585739445244191,,,1535.5,29,0.6610559314691751
National Party of Australia - Victoria,0.47266116849775014,,,32716.5,67,0.521768528058826
National Recovery and Resilience Agency,0.23511949213203406,,,37289.0,22,0.19990505781571158
National Retail Association,0.07542339384664344,,,26491.5,317,0.05396574756029015
National Secular Lobby,0.8442452546952999,0.7863193170430267,-0.05792593765227316,445.5,9,0.8378090394006027
National Shooting Council,0.5593629927954078,0.6201962307690774,0.060833237973669574,11029.5,41,0.6074449905727693
National Sustainable Living Festival,0.16382255894177097,,,993.0,14,0.1221976020252665
National Tertiary Education Union,0.5469188035562024,,,199.0,2,0.35592311251378805
National Youth Commission Australia,,0.02343304645959694,,17525.0,350,0.0233926502707811
Nature Conservation Council,0.20037816302728814,0.6140067830977946,0.4136286200705064,29783.5,333,0.3342185701581071
Nature Conservation Council of NSW,0.002031298982777874,,,346.5,7,0.0020312989827778742
Nature Conservation Society of South Australia,0.20888270143028811,0.26283747746516084,0.053954776034872726,2437.5,25,0.2710199992204725
Nature NSW,0.13013104544947623,,,1390.0,20,0.1287781140207297
Neale Henry Genge,0.8580482259174004,,,496.0,8,0.8490930778584654
Ned Cutcher,0.14037691816892287,,,198.0,4,0.14037691816892287
Ned Mannoun,0.5276220684064152,,,1683.0,34,0.5276220684064151
Neil David Thomson,0.239075985190284,,,198.0,4,0.23907598519028397
Neo Williams,0.6046881778225452,,,99.0,2,0.6046881778225454
Network 10,0.3308793567710445,0.36789567205439344,0.03701631528334892,18344.0,12,0.43928832677421886
Neville R Jaensch,0.9998956195050503,,,49.5,1,0.9998956195050503
New Israel Fund Australia,0.4720810582044896,0.522708208959651,0.05062715075516139,3419.5,61,0.46617651966149015
Newcastle Independents,0.7565759617376014,,,347.5,5,0.8263212755342123
News Weekly,0.8943045427986936,,,148.5,3,0.8943045427986936
NewsCop,0.45116823050980825,0.47135952968355976,0.02019129917375151,841.5,17,0.45473140095223497
Nhan Ngoc Trong Huynh,0.012101152225560297,,,49.5,1,0.012101152225560297
Nicholas Charles,0.9571453715395809,,,299.0,2,0.9571453715395809
Nicholas Charles Harvey Wright,0.3510862206469195,,,49.5,1,0.3510862206469195
Nicholas Ryan Lay,0.5235220476720481,0.3754089727071058,-0.1481130749649423,148.5,3,0.47415102268373405
Nicholas Steven Smith,0.6898211334063791,,,2094.0,12,0.7634703083145207
Nick Hayles,0.7589481799537433,,,396.0,8,0.7589481799537432
Nick Staikos MP,0.3191610775814046,0.5368746834139899,0.2177136058325853,3273.0,54,0.35513132262115177
Nick Wakeling MP,0.3774840760747454,0.3392660139155315,-0.03821806215921386,29741.0,318,0.38760336505688736
Nicolle Flint Member for Boothby,0.5402085778891674,,,9594.0,12,0.6028791920686837
Nikola Popovic,0.6768129736859004,,,647.5,5,0.8257511566533043
Nikolai Victor Jermolajew,0.7176005561458392,,,198.0,4,0.7176005561458393
Nina J Taylor,0.3614102440435028,0.9523798199233465,0.5909695758798437,842.5,15,0.46092047745133286
Nina Taylor,0.5042073881060996,,,6043.5,13,0.39872995439489356
Nita Green - Senator for Queensland,0.48260204047700084,0.09480857513734631,-0.38779346533965453,798.0,4,0.3217862029800355
No Laughing Matter,0.10297502522503638,,,99.0,2,0.10297502522503638
No More Butts,0.9568268266717418,,,99.0,2,0.9568268266717418
No Plastic Waste,0.16295418584454158,,,49.5,1,0.16295418584454158
Noelle Harb,0.56061714173015,,,346.5,7,0.56061714173015
Noongar Mia Mia,,0.3831479611674906,,99.0,2,0.3831479611674906
North Queensland Conservation Council,,0.9803137757509851,,99.0,2,0.9803137757509852
North Queensland Conservation Council Inc.,0.9475631314861651,,,49.5,1,0.9475631314861651
North Sydney’s Independent Pty Ltd,0.9859454997823024,,,297.0,6,0.9859454997823025
Northern Land Council,0.5502923682932204,0.9967780431836446,0.44648567489042423,1938.5,23,0.5264499953223682
Northern Territory Electoral Commission,0.7229390728139513,0.3995842596162914,-0.3233548131976599,4888.0,24,0.6369443318141847
Northwest Rail Alliance,0.54100466586761,,,49.5,1,0.54100466586761
O'Brien Criminal & Civil Solicitors,0.38597999009231554,,,198.0,4,0.3859799900923155
OZ Arab Media,0.2209143764140565,0.3878728250916263,0.1669584486775698,9059.5,181,0.25737027358695275
Of One Mind Pty Ltd,0.514304536911173,0.004245698648420837,-0.5100588382627521,248.5,3,0.22160023592211933
Office of Craig Crawford MP,0.264512165063879,,,99.0,2,0.264512165063879
